0, 1
1, 13
2, 19
3, 24
4, 40
5, 40
6, 63
7, 75
8, 91
9, 86
10, 90
11, 105
12, 112
13, 119
14, 144
15, 122
16, 135
17, 153
18, 128
19, 146
20, 127
21, 123
22, 90
23, 109
24, 80
25, 70
26, 82
27, 74
28, 85
29, 91
30, 80
31, 63
32, 88
33, 69
34, 66
35, 58
36, 67
37, 67
38, 93
39, 86
40, 83
41, 73
42, 56
43, 75
44, 57
45, 69
46, 84
47, 80
48, 72
49, 86
50, 82
51, 76
52, 96
53, 94
54, 79
55, 73
56, 102
57, 115
58, 106
59, 109
60, 123
61, 113
62, 129
63, 130
64, 117
65, 119
66, 126
67, 127
68, 137
69, 130
70, 140
71, 156
72, 131
73, 133
74, 125
75, 135
76, 131
77, 157
78, 139
79, 138
80, 141
81, 158
82, 165
83, 162
84, 166
85, 176
86, 173
87, 180
88, 210
89, 208
90, 202
91, 210
92, 258
93, 264
94, 261
95, 299
96, 314
97, 313
98, 315
99, 358
100, 391
101, 400
102, 392
103, 405
104, 504
105, 483
106, 507
107, 545
108, 566
109, 543
110, 616
111, 591
112, 693
113, 687
114, 730
115, 702
116, 735
117, 748
118, 749
119, 768
120, 827
121, 781
122, 854
123, 781
124, 814
125, 842
126, 867
127, 918
128, 895
129, 840
130, 846
131, 829
132, 826
133, 824
134, 772
135, 717
136, 698
137, 712
138, 657
139, 675
140, 605
141, 549
142, 478
143, 482
144, 441
145, 429
146, 365
147, 399
148, 331
149, 344
150, 304
151, 303
152, 263
153, 260
154, 251
155, 213
156, 221
157, 220
158, 171
159, 184
160, 169
161, 182
162, 181
163, 177
164, 167
165, 173
166, 160
167, 154
168, 153
169, 138
170, 136
171, 145
172, 145
173, 154
174, 148
175, 151
176, 160
177, 162
178, 138
179, 144
180, 141
181, 137
182, 155
183, 132
184, 138
185, 167
186, 173
187, 162
188, 150
189, 142
190, 152
191, 157
192, 132
193, 177
194, 171
195, 150
196, 165
197, 193
198, 161
199, 162
200, 157
201, 165
202, 187
203, 179
204, 169
205, 196
206, 181
207, 202
208, 214
209, 208
210, 201
211, 235
212, 220
213, 266
214, 243
215, 240
216, 264
217, 279
218, 290
219, 288
220, 293
221, 348
222, 346
223, 383
224, 361
225, 443
226, 462
227, 491
228, 552
229, 614
230, 660
231, 737
232, 848
233, 1007
234, 1082
235, 1201
236, 1233
237, 1234
238, 1156
239, 939
240, 701
241, 401
242, 210
243, 151
244, 121
245, 126
246, 105
247, 107
248, 66
249, 7
